campaign_id,campaign_name,channel,platform,region,spend,revenue,roas,campaign_roi_pct,cac,conversion_rate,lead_to_customer_rate,budget_pacing_pct,target_attainment_pct,attribution_coverage_pct,data_quality_flag,recommended_action,action_priority,action_reason
CMP-000032,Regional Expansion Global FY25 Social,paid_social,facebook_tiktok_ads,multi_region,14971.52,12925.0,0.8633057966058222,-0.13669420339417776,0.0,0.007715036112934997,0.0,52.47276681599371,0.0,1.0,healthy,Pause,P0,High spend combines with weak ROAS and conversion rate.
CMP-000018,CREATOR SPARK NA Q4 SOCIAL,paid_social,facebook_tiktok_ads,multi_region,14953.56,13750.0,0.9195134804019912,-0.08048651959800873,0.0,0.008610297916307904,0.0,52.47276681599371,0.0,1.0,healthy,Pause,P0,High spend combines with weak ROAS and conversion rate.
CMP-000005,RETARGETING APAC 2025 SOCIAL,paid_social,facebook_tiktok_ads,multi_region,14646.83,14575.0,0.9950958671603344,-0.004904132839665643,0.0,0.007731582786287381,0.0,52.47276681599371,0.0,1.0,healthy,Pause,P0,High spend combines with weak ROAS and conversion rate.
CMP-000040,competitor_search_global_q4_social,paid_social,facebook_tiktok_ads,multi_region,13785.34,10175.0,0.7381029412404772,-0.2618970587595228,0.0,0.007517269402681837,0.0,52.47276681599371,0.0,1.0,healthy,Pause,P0,High spend combines with weak ROAS and conversion rate.
CMP-000045,Retargeting EMEA Q4 Social,paid_social,facebook_tiktok_ads,multi_region,12591.6,6325.0,0.5023190063216747,-0.49768099367832525,0.0,0.005345108064141297,0.0,52.47276681599371,0.0,1.0,healthy,Pause,P0,High spend combines with weak ROAS and conversion rate.
CMP-000040,COMPETITOR SEARCH APAC 2025 SOCIAL,paid_social,facebook_tiktok_ads,multi_region,12447.42,2475.0,0.19883638537142637,-0.8011636146285737,0.0,0.0036839950880065493,0.0,52.47276681599371,0.0,1.0,healthy,Pause,P0,High spend combines with weak ROAS and conversion rate.
CMP-000027,LIFECYCLE WINBACK US 2025 SOCIAL,paid_social,facebook_tiktok_ads,multi_region,12189.36,550.0,0.04512131892076368,-0.9548786810792363,0.0,0.0005617977528089888,0.0,52.47276681599371,0.0,1.0,healthy,Pause,P0,High spend combines with weak ROAS and conversion rate.
CMP-000060,retargeting_us_fy25_social,paid_social,facebook_tiktok_ads,multi_region,58424.67,192500.0,3.2948410320503307,2.294841032050331,0.0,0.04696095532000537,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000025,Holiday Promotion APAC 2025 Social,paid_social,facebook_tiktok_ads,multi_region,47751.03,100100.0,2.096289860134954,1.0962898601349542,0.0,0.041176470588235294,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000035,Enterprise ABM APAC FY25 Social,paid_social,facebook_tiktok_ads,multi_region,45012.15,216975.0,4.820365168071287,3.8203651680712873,0.0,0.08609777389786119,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000039,COMPETITOR SEARCH EMEA Q4 SOCIAL,paid_social,facebook_tiktok_ads,multi_region,31888.11,109175.0,3.423689895700937,2.423689895700937,0.0,0.04691562278421177,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000052,Regional Expansion NA 2024 Social,paid_social,facebook_tiktok_ads,multi_region,31648.25,48400.0,1.529310467403411,0.5293104674034109,0.0,0.02300052273915316,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000002,lifecycle_winback_emea_fy25_social,paid_social,facebook_tiktok_ads,multi_region,31370.02,62425.0,1.989957290432075,0.9899572904320749,0.0,0.020948689553340717,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000021,enterprise_abm_na_2024_social,paid_social,facebook_tiktok_ads,multi_region,30504.15,186450.0,6.1122830827936525,5.1122830827936525,0.0,0.04044139576498658,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000050,Product Launch Global FY25 Social,paid_social,facebook_tiktok_ads,multi_region,29481.82,123750.0,4.197502053808075,3.1975020538080754,0.0,0.036656891495601175,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000006,ENTERPRISE ABM APAC FY25 SOCIAL,paid_social,facebook_tiktok_ads,multi_region,29456.99,64350.0,2.1845409188107814,1.1845409188107812,0.0,0.02240735420856076,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000071,COMPETITOR SEARCH EMEA FY25 SOCIAL,paid_social,facebook_tiktok_ads,multi_region,28770.34,172425.0,5.99315128010305,4.993151280103051,0.0,0.05064211291495033,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000008,CREATOR SPARK EMEA 2024 SOCIAL,paid_social,facebook_tiktok_ads,multi_region,28646.56,127600.0,4.45428700688669,3.4542870068866907,0.0,0.035736290819470114,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000064,Cart Recovery US Q4 Social,paid_social,facebook_tiktok_ads,multi_region,27300.34,42625.0,1.561335866146722,0.5613358661467219,0.0,0.024891601092018628,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000019,Lifecycle Winback US 2024 Social,paid_social,facebook_tiktok_ads,multi_region,27204.03,73150.0,2.6889398372226467,1.688939837222647,0.0,0.030536103776833887,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000039,Holiday Promotion APAC 2025 Social,paid_social,facebook_tiktok_ads,multi_region,27074.76,45375.0,1.67591513276572,0.6759151327657199,0.0,0.02106472615855994,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000046,Regional Expansion EMEA 2024 Social,paid_social,facebook_tiktok_ads,multi_region,26573.65,403150.0,15.171043496094814,14.171043496094814,0.0,0.06138771408232486,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000072,Retargeting US 2024 Social,paid_social,facebook_tiktok_ads,multi_region,26378.98,56100.0,2.1266932989827505,1.1266932989827507,0.0,0.024153445417949324,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000070,Competitor SEM EMEA 2024 Social,paid_social,facebook_tiktok_ads,multi_region,26149.96,119075.0,4.553544250163289,3.5535442501632892,0.0,0.04657917383820998,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000048,creator_spark_emea_fy25_social,paid_social,facebook_tiktok_ads,multi_region,23777.99,70675.0,2.9722865557601796,1.9722865557601796,0.0,0.02304519368723099,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000049,holiday_promo_global_q4_social,paid_social,facebook_tiktok_ads,multi_region,22017.73,67650.0,3.0725238251173033,2.0725238251173033,0.0,0.03084639498432602,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000043,Retargeting Global 2024 Social,paid_social,facebook_tiktok_ads,multi_region,21599.84,84975.0,3.9340569189401404,2.9340569189401404,0.0,0.023798521256931607,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000078,Product Launch EMEA 2024 Social,paid_social,facebook_tiktok_ads,multi_region,20820.04,81950.0,3.936111554060415,2.936111554060415,0.0,0.02095197918863812,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000032,Brand SEM Global 2024 Social,paid_social,facebook_tiktok_ads,multi_region,20689.65,58575.0,2.831125707781427,1.8311257077814267,0.0,0.032444782939832446,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000005,Enterprise ABM APAC 2025 Social,paid_social,facebook_tiktok_ads,multi_region,20620.46,183975.0,8.921963913511144,7.921963913511145,0.0,0.05422272653590533,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000018,Cart Recovery APAC 2024 Social,paid_social,facebook_tiktok_ads,multi_region,20388.04,110275.0,5.408808301337451,4.408808301337451,0.0,0.061597542242703536,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000056,holiday_promo_global_2024_social,paid_social,facebook_tiktok_ads,multi_region,20313.54,39325.0,1.935900881874848,0.9359008818748479,0.0,0.04350471554609066,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000068,Enterprise ABM NA FY25 Social,paid_social,facebook_tiktok_ads,multi_region,20274.54,93500.0,4.6116952591772735,3.611695259177273,0.0,0.03381066030230708,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000079,Cart Recovery APAC 2024 Social,paid_social,facebook_tiktok_ads,multi_region,19992.22,72600.0,3.6314126195089886,2.6314126195089886,0.0,0.0341129344876599,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000035,CREATOR SPARK EMEA 2025 SOCIAL,paid_social,facebook_tiktok_ads,multi_region,18932.17,39050.0,2.0626267353399004,1.0626267353399004,0.0,0.021531463229719484,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000038,Lifecycle Winback NA 2024 Social,paid_social,facebook_tiktok_ads,multi_region,18608.74,50325.0,2.704374396117093,1.7043743961170932,0.0,0.018059804598835487,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000053,Competitor Search US 2024 Social,paid_social,facebook_tiktok_ads,multi_region,18545.29,143550.0,7.740509854523709,6.740509854523708,0.0,0.05015854713173825,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000075,Regional Expansion US Q4 Social,paid_social,facebook_tiktok_ads,multi_region,18361.25,34100.0,1.8571720334944517,0.8571720334944516,0.0,0.03558106169296987,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000057,Brand Search EMEA Q4 Social,paid_social,facebook_tiktok_ads,multi_region,17836.1,70950.0,3.977887542680295,2.977887542680295,0.0,0.03449197860962567,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000025,Holiday Promotion EMEA 2024 Social,paid_social,facebook_tiktok_ads,multi_region,17833.95,48125.0,2.6985048180576934,1.6985048180576932,0.0,0.0374652108756155,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000072,Holiday Promo Global Q4 Social,paid_social,facebook_tiktok_ads,multi_region,17799.31,33550.0,1.8849045271979643,0.8849045271979643,0.0,0.02780309936189608,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000072,Lifecycle Winback US 2025 Social,paid_social,facebook_tiktok_ads,multi_region,17538.14,64900.0,3.7005064391092786,2.7005064391092786,0.0,0.018075980392156864,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000029,Brand Search EMEA Q4 Social,paid_social,facebook_tiktok_ads,multi_region,17376.24,241725.0,13.911237413847873,12.911237413847875,0.0,0.11854349291975724,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000011,Retargeting APAC 2025 Social,paid_social,facebook_tiktok_ads,multi_region,16810.66,40425.0,2.4047241452744865,1.4047241452744865,0.0,0.03177004538577912,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000056,enterprise_abm_us_2024_social,paid_social,facebook_tiktok_ads,multi_region,16782.72,47850.0,2.851146893948061,1.8511468939480606,0.0,0.02089337175792507,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000061,Cart Recovery Global Q4 Social,paid_social,facebook_tiktok_ads,multi_region,16721.23,56650.0,3.3879086646137875,2.3879086646137875,0.0,0.03635721849629368,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000021,competitor_search_emea_q4_social,paid_social,facebook_tiktok_ads,multi_region,16609.08,26125.0,1.5729348043359415,0.5729348043359414,0.0,0.013882799941546106,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000008,brand_search_apac_fy25_social,paid_social,facebook_tiktok_ads,multi_region,16170.73,70950.0,4.387557024327288,3.387557024327288,0.0,0.04299283452757874,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000008,Brand Search EMEA Q4 Social,paid_social,facebook_tiktok_ads,multi_region,15880.27,39875.0,2.5109774581918316,1.5109774581918316,0.0,0.02766119801602442,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000034,retargeting_na_2024_social,paid_social,facebook_tiktok_ads,multi_region,15668.84,112475.0,7.178259526550785,6.178259526550785,0.0,0.03288838854937279,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000038,competitor_search_emea_q4,paid_search,google_ads,multi_region,15527.11,54175.0,3.489058813906773,2.489058813906773,0.0,0.10154639175257732,0.0,17.969663812903107,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000067,competitor_search_emea_q4_social,paid_social,facebook_tiktok_ads,multi_region,15398.9,78100.0,5.071790842203015,4.071790842203015,0.0,0.038930774503084305,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000005,Lifecycle Winback Global 2024 Social,paid_social,facebook_tiktok_ads,multi_region,15290.88,86625.0,5.665141574585635,4.665141574585635,0.0,0.04128981517892253,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000035,LIFECYCLE WINBACK APAC 2024 SOCIAL,paid_social,facebook_tiktok_ads,multi_region,15134.75,46475.0,3.070747782421249,2.070747782421249,0.0,0.017538397675383975,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000008,Product Launch EMEA FY25 Social,paid_social,facebook_tiktok_ads,multi_region,15129.43,66000.0,4.362358661231784,3.3623586612317844,0.0,0.04882017900732303,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000029,Lifecycle Winback US Q4 Social,paid_social,facebook_tiktok_ads,multi_region,15076.39,90750.0,6.019345479919265,5.019345479919265,0.0,0.05854177754124534,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000080,Holiday Promo APAC 2025 Social,paid_social,facebook_tiktok_ads,multi_region,14860.07,160600.0,10.807486102017016,9.807486102017016,0.0,0.043989153359445615,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000068,Brand SEM APAC Q4 Social,paid_social,facebook_tiktok_ads,multi_region,14790.89,41250.0,2.7888788301447716,1.7888788301447716,0.0,0.01221001221001221,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000014,lifecycle_winback_emea_2025_social,paid_social,facebook_tiktok_ads,multi_region,14711.18,64350.0,4.374224229463578,3.374224229463578,0.0,0.055701023565817666,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000024,Retargeting US 2025 Social,paid_social,facebook_tiktok_ads,multi_region,14710.41,72325.0,4.916586281415678,3.9165862814156776,0.0,0.04198595146871009,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000027,Enterprise ABM Global Q4 Social,paid_social,facebook_tiktok_ads,multi_region,14655.6,71500.0,4.878681186713611,3.878681186713611,0.0,0.027145541866778033,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000055,Regional Expansion APAC Q4 Social,paid_social,facebook_tiktok_ads,multi_region,14186.67,21450.0,1.5119827274476674,0.5119827274476674,0.0,0.020515518148342977,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000020,LIFECYCLE WINBACK APAC Q4 SOCIAL,paid_social,facebook_tiktok_ads,multi_region,14008.52,31350.0,2.2379237778152152,1.2379237778152152,0.0,0.022592152199762187,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000044,brand_search_us_fy25_social,paid_social,facebook_tiktok_ads,multi_region,13998.94,80300.0,5.736148594107839,4.736148594107839,0.0,0.03784344219803007,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000023,Lifecycle Winback EMEA 2024 Social,paid_social,facebook_tiktok_ads,multi_region,13964.1,33275.0,2.382896140818241,1.3828961408182412,0.0,0.03912059489169092,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000053,Holiday Promo Global Q4 Social,paid_social,facebook_tiktok_ads,multi_region,13817.28,29150.0,2.109677157877672,1.1096771578776718,0.0,0.027539620680696285,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000031,Brand Search US 2024 Social,paid_social,facebook_tiktok_ads,multi_region,13795.14,28050.0,2.0333247795962928,1.0333247795962928,0.0,0.026597131681877443,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000036,Enterprise ABM EMEA 2024 Social,paid_social,facebook_tiktok_ads,multi_region,13767.42,60225.0,4.374457959443381,3.3744579594433817,0.0,0.038733639900955075,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000055,Lifecycle Winback NA 2025 Social,paid_social,facebook_tiktok_ads,multi_region,13662.49,31350.0,2.2946036922991344,1.2946036922991344,0.0,0.03228547153780799,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000045,product_launch_global_2025_social,paid_social,facebook_tiktok_ads,multi_region,13602.65,62425.0,4.589179314324783,3.5891793143247823,0.0,0.06181917211328976,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000022,Holiday Promo APAC 2025 Social,paid_social,facebook_tiktok_ads,multi_region,13537.02,57200.0,4.225449914382929,3.2254499143829287,0.0,0.04010798303123795,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000015,Brand SEM NA 2024 Social,paid_social,facebook_tiktok_ads,multi_region,13502.77,130900.0,9.694307168084771,8.69430716808477,0.0,0.10682226211849193,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000063,Regional Expansion Global FY25 Social,paid_social,facebook_tiktok_ads,multi_region,13302.17,24475.0,1.8399253655606567,0.8399253655606567,0.0,0.026300236406619385,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000071,brand_search_us_fy25_social,paid_social,facebook_tiktok_ads,multi_region,13152.25,76175.0,5.791784675625843,4.791784675625843,0.0,0.06849653808110781,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
CMP-000023,lifecycle_winback_emea_2024_social,paid_social,facebook_tiktok_ads,multi_region,13007.61,34925.0,2.684966723325807,1.6849667233258068,0.0,0.017619311875693672,0.0,52.47276681599371,0.0,1.0,healthy,Reallocate Budget,P1,Efficient campaign/channel has room to help close target gaps.
